#,ADR_USD,hotel_id,city_id,star_rating,accommadation_type_name,chain_hotel,booking_date,checkin_date,checkout_date
"19,500",  83.22 ,"1,561,120","9,395",3,Hotel,non-chain,10/12/2016,12/12/2016,13/12/2016
"19,501",  46.90 ,"197,996","9,395",3.5,Hotel,non-chain,10/12/2016,21/12/2016,23/12/2016
"19,502",  46.20 ,"551,778","9,395",2,Hotel,non-chain,10/12/2016,10/12/2016,12/12/2016
"19,503",  161.48 ,"141,282","9,395",5,Hotel,chain,10/12/2016,10/12/2016,11/12/2016
"19,504",  21.88 ,"582,528","9,395",2,Hotel,non-chain,10/12/2016,10/12/2016,12/12/2016
"19,505",  34.82 ,"197,996","9,395",3.5,Hotel,non-chain,10/12/2016,14/12/2016,15/12/2016
"19,506",  92.22 ,"577,502","9,395",3.5,Hotel,non-chain,10/12/2016,17/12/2016,18/12/2016
"19,507",  104.86 ,"782,884","9,395",3,Hotel,chain,10/12/2016,10/12/2016,11/12/2016
"19,508",  44.56 ,"197,996","9,395",3.5,Hotel,non-chain,10/12/2016,31/12/2016,1/1/2017
"19,509",  37.54 ,"2,510,626","9,395",2.5,Apartment,non-chain,10/12/2016,18/12/2016,19/12/2016
"19,510",  49.44 ,"152,820","9,395",4,Hotel,non-chain,10/12/2016,10/12/2016,11/12/2016
"19,511",  38.56 ,"197,996","9,395",3.5,Hotel,non-chain,10/12/2016,13/12/2016,14/12/2016
"19,512",  63.89 ,"198,004","9,395",3,Hotel,non-chain,10/12/2016,13/12/2016,16/12/2016
"19,513",  100.62 ,"298,446","9,395",4,Hotel,non-chain,10/12/2016,21/12/2016,23/12/2016
"19,514",  42.36 ,"197,996","9,395",3.5,Hotel,non-chain,10/12/2016,13/12/2016,14/12/2016
"19,515",  116.34 ,"21,272","9,395",4,Hotel,non-chain,10/12/2016,21/12/2016,24/12/2016
"19,516",  61.20 ,"461,084","9,395",3,Hotel,non-chain,10/12/2016,14/12/2016,15/12/2016
"19,517",  108.36 ,"21,272","9,395",4,Hotel,non-chain,10/12/2016,21/12/2016,24/12/2016
"19,518",  129.38 ,"298,446","9,395",4,Hotel,non-chain,10/12/2016,14/12/2016,17/12/2016
"19,519",  49.00 ,"197,996","9,395",3.5,Hotel,non-chain,10/12/2016,20/12/2016,22/12/2016
"19,520",  119.34 ,"21,272","9,395",4,Hotel,non-chain,10/12/2016,11/12/2016,14/12/2016
"19,521",  106.20 ,"21,272","9,395",4,Hotel,non-chain,10/12/2016,10/12/2016,11/12/2016
"19,522",  88.26 ,"542,024","9,395",4,Hotel,non-chain,10/12/2016,12/12/2016,14/12/2016
"19,523",  140.12 ,"21,272","9,395",4,Hotel,non-chain,10/12/2016,20/12/2016,22/12/2016
"19,524",  38.00 ,"197,996","9,395",3.5,Hotel,non-chain,10/12/2016,11/12/2016,12/12/2016
"19,525",  49.44 ,"152,820","9,395",4,Hotel,non-chain,10/12/2016,10/12/2016,11/12/2016
"19,526",  159.37 ,"475,584","9,395",5,Hotel,chain,10/12/2016,15/12/2016,17/12/2016
"19,527",  54.92 ,"152,820","9,395",4,Hotel,non-chain,10/12/2016,10/12/2016,11/12/2016
"19,528",  42.16 ,"635,588","9,395",3,Hotel,non-chain,10/12/2016,15/12/2016,16/12/2016
"19,529",  151.39 ,"21,418","9,395",4,Hotel,chain,10/12/2016,22/12/2016,25/12/2016
"19,530",  61.22 ,"461,084","9,395",3,Hotel,non-chain,10/12/2016,15/12/2016,18/12/2016
"19,531",  70.62 ,"782,884","9,395",3,Hotel,chain,10/12/2016,12/12/2016,13/12/2016
"19,532",  44.38 ,"2,398,210","9,395",3,Hostel,non-chain,10/12/2016,10/12/2016,11/12/2016
"19,533",  161.48 ,"141,282","9,395",5,Hotel,chain,10/12/2016,10/12/2016,11/12/2016
"19,534",  61.22 ,"461,084","9,395",3,Hotel,non-chain,10/12/2016,15/12/2016,17/12/2016
"19,535",  45.34 ,"475,894","9,395",3,Serviced Apartment,non-chain,10/12/2016,10/12/2016,11/12/2016
"19,536",  117.66 ,"21,272","9,395",4,Hotel,non-chain,10/12/2016,31/12/2016,2/1/2017
"19,537",  123.58 ,"510,678","9,395",5,Hotel,non-chain,10/12/2016,11/12/2016,13/12/2016
"19,538",  91.26 ,"577,502","9,395",3.5,Hotel,non-chain,10/12/2016,23/12/2016,25/12/2016
"19,539",  81.26 ,"297,388","9,395",2.5,Hotel,non-chain,10/12/2016,11/12/2016,13/12/2016
"19,540",  78.82 ,"297,388","9,395",2.5,Hotel,non-chain,10/12/2016,11/12/2016,13/12/2016
"19,541",  90.22 ,"2,278,874","9,395",4,Hotel,chain,10/12/2016,11/12/2016,12/12/2016
"19,542",  106.00 ,"179,404","9,395",3.5,Hotel,chain,10/12/2016,13/12/2016,15/12/2016
"19,543",  366.66 ,"2,313,076","9,395",5,Hotel,chain,10/12/2016,11/12/2016,12/12/2016
"19,544",  88.26 ,"587,866","9,395",4,Serviced Apartment,non-chain,10/12/2016,19/12/2016,20/12/2016
"19,545",  14.86 ,"2,386,814","9,395",2,Hostel,non-chain,10/12/2016,10/12/2016,11/12/2016
"19,546",  108.00 ,"21,272","9,395",4,Hotel,non-chain,10/12/2016,26/12/2016,29/12/2016
"19,547",  105.42 ,"2,540,652","9,395",2.5,Guest House / Bed & Breakfast,non-chain,10/12/2016,31/12/2016,1/1/2017
"19,548",  163.60 ,"461,164","9,395",4,Hotel,chain,10/12/2016,10/12/2016,11/12/2016
"19,549",  46.90 ,"197,996","9,395",3.5,Hotel,non-chain,10/12/2016,22/12/2016,23/12/2016
"19,550",  42.16 ,"197,996","9,395",3.5,Hotel,non-chain,10/12/2016,11/12/2016,12/12/2016
"19,551",  139.26 ,"21,272","9,395",4,Hotel,non-chain,10/12/2016,30/12/2016,2/1/2017
"19,552",  70.56 ,"596,878","9,395",3.5,Hotel,chain,10/12/2016,17/12/2016,18/12/2016
"19,553",  40.58 ,"1,242,114","9,395",2,Hotel,non-chain,10/12/2016,11/12/2016,12/12/2016
"19,554",  194.00 ,"96,982","9,395",4,Hotel,chain,10/12/2016,17/12/2016,18/12/2016
"19,555",  63.62 ,"596,878","9,395",3.5,Hotel,chain,10/12/2016,10/12/2016,11/12/2016
"19,556",  103.42 ,"2,278,874","9,395",4,Hotel,chain,10/12/2016,11/12/2016,12/12/2016
"19,557",  132.99 ,"96,982","9,395",4,Hotel,chain,10/12/2016,11/12/2016,13/12/2016
"19,558",  241.48 ,"180,052","9,395",5,Hotel,chain,10/12/2016,24/12/2016,27/12/2016
"19,559",  42.82 ,"197,996","9,395",3.5,Hotel,non-chain,10/12/2016,11/12/2016,12/12/2016
"19,560",  62.94 ,"591,210","9,395",2.5,Guest House / Bed & Breakfast,non-chain,10/12/2016,16/12/2016,18/12/2016
"19,561",  37.90 ,"197,996","9,395",3.5,Hotel,non-chain,10/12/2016,17/12/2016,18/12/2016
"19,562",  64.00 ,"581,660","9,395",3,Hotel,non-chain,10/12/2016,17/12/2016,19/12/2016
"19,563",  37.90 ,"197,996","9,395",3.5,Hotel,non-chain,10/12/2016,18/12/2016,19/12/2016
"19,564",  111.76 ,"21,272","9,395",4,Hotel,non-chain,10/12/2016,16/12/2016,17/12/2016
"19,565",  169.26 ,"1,864,064","9,395",4,Hotel,non-chain,10/12/2016,16/12/2016,19/12/2016
"19,566",  46.20 ,"526,414","9,395",2.5,Hotel,non-chain,10/12/2016,14/12/2016,16/12/2016
"19,567",  16.76 ,"2,386,814","9,395",2,Hostel,non-chain,10/12/2016,19/12/2016,21/12/2016
"19,568",  16.76 ,"2,386,814","9,395",2,Hostel,non-chain,10/12/2016,17/12/2016,18/12/2016
"19,569",  122.24 ,"1,861,318","9,395",5,Hotel,non-chain,10/12/2016,15/12/2016,16/12/2016
"19,570",  60.42 ,"218,518","9,395",3.5,Hotel,non-chain,10/12/2016,10/12/2016,11/12/2016
"19,571",  41.92 ,"197,996","9,395",3.5,Hotel,non-chain,10/12/2016,15/12/2016,16/12/2016
"19,572",  104.48 ,"2,278,874","9,395",4,Hotel,chain,10/12/2016,11/12/2016,12/12/2016
"19,573",  81.84 ,"152,820","9,395",4,Hotel,non-chain,10/12/2016,12/12/2016,13/12/2016
"19,574",  116.34 ,"21,272","9,395",4,Hotel,non-chain,10/12/2016,11/12/2016,12/12/2016
"19,575",  139.28 ,"2,240,838","9,395",3.5,Hotel,non-chain,10/12/2016,22/12/2016,24/12/2016
"19,576",  43.94 ,"475,894","9,395",3,Serviced Apartment,non-chain,10/12/2016,10/12/2016,11/12/2016
"19,577",  96.96 ,"2,278,874","9,395",4,Hotel,chain,10/12/2016,31/12/2016,3/1/2017
"19,578",  88.27 ,"542,024","9,395",4,Hotel,non-chain,10/12/2016,12/12/2016,14/12/2016
"19,579",  163.06 ,"475,584","9,395",5,Hotel,chain,10/12/2016,11/12/2016,12/12/2016
"19,580",  199.08 ,"217,846","9,395",4.5,Serviced Apartment,non-chain,10/12/2016,23/12/2016,26/12/2016
"19,581",  22.00 ,"196,050","9,395",3,Hostel,chain,10/12/2016,17/12/2016,19/12/2016
"19,582",  54.92 ,"152,820","9,395",4,Hotel,non-chain,10/12/2016,10/12/2016,11/12/2016
"19,583",  105.08 ,"587,866","9,395",4,Serviced Apartment,non-chain,10/12/2016,17/12/2016,18/12/2016
"19,584",  37.40 ,"197,996","9,395",3.5,Hotel,non-chain,10/12/2016,11/12/2016,12/12/2016
"19,585",  18.56 ,"196,050","9,395",3,Hostel,chain,10/12/2016,17/12/2016,19/12/2016
"19,586",  107.10 ,"196,050","9,395",3,Hostel,chain,10/12/2016,17/12/2016,19/12/2016
"19,587",  23.96 ,"596,314","9,395",1.5,Guest House / Bed & Breakfast,non-chain,10/12/2016,13/12/2016,16/12/2016
"19,588",  182.42 ,"180,880","9,395",4,Hotel,non-chain,10/12/2016,27/12/2016,28/12/2016
"19,589",  60.38 ,"21,378","9,395",4,Hotel,non-chain,10/12/2016,23/12/2016,25/12/2016
"19,590",  36.66 ,"197,996","9,395",3.5,Hotel,non-chain,10/12/2016,13/12/2016,14/12/2016
"19,591",  279.30 ,"525,626","9,395",5,Hotel,chain,10/12/2016,18/12/2016,19/12/2016
"19,592",  54.92 ,"152,820","9,395",4,Hotel,non-chain,10/12/2016,13/12/2016,14/12/2016
"19,593",  108.72 ,"2,240,838","9,395",3.5,Hotel,non-chain,10/12/2016,10/12/2016,11/12/2016
"19,594",  88.78 ,"297,388","9,395",2.5,Hotel,non-chain,10/12/2016,19/12/2016,20/12/2016
"19,595",  279.30 ,"525,626","9,395",5,Hotel,chain,10/12/2016,21/12/2016,23/12/2016
"19,596",  50.44 ,"216,914","9,395",3,Hotel,non-chain,10/12/2016,11/12/2016,12/12/2016
"19,597",  38.82 ,"2,591,588","9,395",2,Guest House / Bed & Breakfast,non-chain,10/12/2016,22/12/2016,24/12/2016
"19,598",  45.40 ,"323,518","9,395",3,Hotel,non-chain,10/12/2016,11/12/2016,13/12/2016
"19,599",  89.32 ,"2,278,874","9,395",4,Hotel,chain,10/12/2016,12/12/2016,13/12/2016
"19,600",  56.04 ,"2,154,138","9,395",2.5,Hostel,non-chain,10/12/2016,23/12/2016,25/12/2016
"19,601",  78.82 ,"297,388","9,395",2.5,Hotel,non-chain,10/12/2016,11/12/2016,13/12/2016
"19,602",  167.06 ,"590,372","9,395",4,Hotel,non-chain,10/12/2016,20/12/2016,22/12/2016
"19,603",  78.80 ,"297,388","9,395",2.5,Hotel,non-chain,10/12/2016,12/12/2016,13/12/2016
"19,604",  99.70 ,"1,249,476","9,395",3.5,Hotel,non-chain,10/12/2016,28/12/2016,31/12/2016
"19,605",  106.20 ,"21,272","9,395",4,Hotel,non-chain,10/12/2016,30/12/2016,1/1/2017
"19,606",  34.36 ,"363,556","9,395",3,Hotel,non-chain,10/12/2016,22/12/2016,23/12/2016
"19,607",  87.32 ,"587,866","9,395",4,Serviced Apartment,non-chain,10/12/2016,16/12/2016,18/12/2016
"19,608",  45.34 ,"475,894","9,395",3,Serviced Apartment,non-chain,10/12/2016,24/12/2016,25/12/2016
"19,609",  71.66 ,"474,060","9,395",3,Hotel,chain,10/12/2016,29/12/2016,30/12/2016
"19,610",  51.47 ,"216,914","9,395",3,Hotel,non-chain,10/12/2016,13/12/2016,16/12/2016
"19,611",  62.00 ,"581,660","9,395",3,Hotel,non-chain,10/12/2016,23/12/2016,24/12/2016
"19,612",  285.86 ,"525,626","9,395",5,Hotel,chain,10/12/2016,11/12/2016,12/12/2016
"19,613",  128.90 ,"21,272","9,395",4,Hotel,non-chain,10/12/2016,11/12/2016,12/12/2016
"19,614",  42.60 ,"197,996","9,395",3.5,Hotel,non-chain,10/12/2016,31/12/2016,1/1/2017
"19,615",  250.66 ,"180,052","9,395",5,Hotel,chain,10/12/2016,10/12/2016,11/12/2016
"19,616",  35.86 ,"1,864,146","9,395",3,Hotel,non-chain,10/12/2016,10/12/2016,12/12/2016
"19,617",  117.70 ,"21,272","9,395",4,Hotel,non-chain,10/12/2016,17/12/2016,18/12/2016
"19,618",  139.10 ,"1,861,318","9,395",5,Hotel,non-chain,10/12/2016,11/12/2016,12/12/2016
"19,619",  82.20 ,"1,130,156","9,395",2.5,Hotel,non-chain,11/12/2016,11/12/2016,13/12/2016
"19,620",  95.27 ,"866,630","9,395",3.5,Serviced Apartment,non-chain,11/12/2016,30/12/2016,2/1/2017
"19,621",  121.20 ,"21,272","9,395",4,Hotel,non-chain,11/12/2016,12/12/2016,15/12/2016
"19,622",  82.50 ,"461,084","9,395",3,Hotel,non-chain,11/12/2016,12/12/2016,14/12/2016
"19,623",  36.28 ,"197,996","9,395",3.5,Hotel,non-chain,11/12/2016,11/12/2016,12/12/2016
"19,624",  31.96 ,"2,540,652","9,395",2.5,Guest House / Bed & Breakfast,non-chain,11/12/2016,11/12/2016,12/12/2016
"19,625",  56.20 ,"924,698","9,395",3,Hotel,non-chain,11/12/2016,13/12/2016,14/12/2016
"19,626",  113.55 ,"21,272","9,395",4,Hotel,non-chain,11/12/2016,31/12/2016,3/1/2017
"19,627",  62.94 ,"218,518","9,395",3.5,Hotel,non-chain,11/12/2016,12/12/2016,13/12/2016
"19,628",  140.12 ,"150,994","9,395",3,Hotel,non-chain,11/12/2016,25/12/2016,26/12/2016
"19,629",  38.00 ,"197,996","9,395",3.5,Hotel,non-chain,11/12/2016,22/12/2016,24/12/2016
"19,630",  61.00 ,"508,000","9,395",3.5,Hotel,non-chain,11/12/2016,14/12/2016,16/12/2016
"19,631",  34.96 ,"197,996","9,395",3.5,Hotel,non-chain,11/12/2016,12/12/2016,13/12/2016
"19,632",  75.52 ,"297,388","9,395",2.5,Hotel,non-chain,11/12/2016,14/12/2016,15/12/2016
"19,633",  45.33 ,"866,630","9,395",3.5,Serviced Apartment,non-chain,11/12/2016,11/12/2016,14/12/2016
"19,634",  85.76 ,"216,386","9,395",3,Hotel,chain,11/12/2016,11/12/2016,12/12/2016
"19,635",  42.60 ,"104,332","9,395",2,Hotel,chain,11/12/2016,11/12/2016,12/12/2016
"19,636",  60.11 ,"581,660","9,395",3,Hotel,non-chain,11/12/2016,18/12/2016,21/12/2016
"19,637",  43.44 ,"475,894","9,395",3,Serviced Apartment,non-chain,11/12/2016,24/12/2016,26/12/2016
"19,638",  84.34 ,"198,004","9,395",3,Hotel,non-chain,11/12/2016,12/12/2016,13/12/2016
"19,639",  117.64 ,"21,272","9,395",4,Hotel,non-chain,11/12/2016,11/12/2016,12/12/2016
"19,640",  60.80 ,"152,820","9,395",4,Hotel,non-chain,11/12/2016,11/12/2016,12/12/2016
"19,641",  56.90 ,"824,942","9,395",3.5,Serviced Apartment,non-chain,11/12/2016,20/12/2016,21/12/2016
"19,642",  50.38 ,"866,630","9,395",3.5,Serviced Apartment,non-chain,11/12/2016,11/12/2016,12/12/2016
"19,643",  61.26 ,"508,000","9,395",3.5,Hotel,non-chain,11/12/2016,13/12/2016,14/12/2016
"19,644",  108.72 ,"1,930,960","9,395",3,Hotel,non-chain,11/12/2016,29/12/2016,1/1/2017
"19,645",  66.14 ,"924,698","9,395",3,Hotel,non-chain,11/12/2016,11/12/2016,12/12/2016
"19,646",  77.04 ,"2,278,874","9,395",4,Hotel,chain,11/12/2016,26/12/2016,28/12/2016
"19,647",  36.64 ,"197,996","9,395",3.5,Hotel,non-chain,11/12/2016,13/12/2016,14/12/2016
"19,648",  61.94 ,"348,814","9,395",3.5,Hotel,non-chain,11/12/2016,11/12/2016,14/12/2016
"19,649",  155.36 ,"510,678","9,395",5,Hotel,non-chain,11/12/2016,27/12/2016,30/12/2016
"19,650",  69.10 ,"924,698","9,395",3,Hotel,non-chain,11/12/2016,11/12/2016,12/12/2016
"19,651",  106.20 ,"21,272","9,395",4,Hotel,non-chain,11/12/2016,11/12/2016,12/12/2016
"19,652",  121.16 ,"21,272","9,395",4,Hotel,non-chain,11/12/2016,30/12/2016,2/1/2017
"19,653",  45.40 ,"866,630","9,395",3.5,Serviced Apartment,non-chain,11/12/2016,12/12/2016,14/12/2016
"19,654",  38.48 ,"1,137,582","9,395",2,Hostel,non-chain,11/12/2016,11/12/2016,12/12/2016
"19,655",  158.00 ,"180,880","9,395",4,Hotel,non-chain,11/12/2016,11/12/2016,12/12/2016
"19,656",  35.42 ,"363,556","9,395",3,Hotel,non-chain,11/12/2016,11/12/2016,12/12/2016
"19,657",  50.60 ,"197,996","9,395",3.5,Hotel,non-chain,11/12/2016,24/12/2016,25/12/2016
"19,658",  142.18 ,"1,861,318","9,395",5,Hotel,non-chain,11/12/2016,11/12/2016,12/12/2016
"19,659",  185.30 ,"1,249,476","9,395",3.5,Hotel,non-chain,11/12/2016,18/12/2016,20/12/2016
"19,660",  132.99 ,"96,982","9,395",4,Hotel,chain,11/12/2016,11/12/2016,13/12/2016
"19,661",  36.66 ,"197,996","9,395",3.5,Hotel,non-chain,11/12/2016,12/12/2016,13/12/2016
"19,662",  85.24 ,"587,866","9,395",4,Serviced Apartment,non-chain,11/12/2016,16/12/2016,17/12/2016
"19,663",  57.22 ,"2,386,814","9,395",2,Hostel,non-chain,11/12/2016,19/12/2016,22/12/2016
"19,664",  91.46 ,"588,768","9,395",3,Hotel,non-chain,11/12/2016,16/12/2016,17/12/2016
"19,665",  38.18 ,"197,996","9,395",3.5,Hotel,non-chain,11/12/2016,31/12/2016,1/1/2017
"19,666",  42.36 ,"197,996","9,395",3.5,Hotel,non-chain,11/12/2016,11/12/2016,12/12/2016
"19,667",  195.64 ,"197,980","9,395",5,Hotel,chain,11/12/2016,11/12/2016,12/12/2016
"19,668",  98.62 ,"216,386","9,395",3,Hotel,chain,11/12/2016,25/12/2016,26/12/2016
"19,669",  141.12 ,"298,446","9,395",4,Hotel,non-chain,11/12/2016,14/12/2016,17/12/2016
"19,670",  74.00 ,"866,630","9,395",3.5,Serviced Apartment,non-chain,11/12/2016,11/12/2016,13/12/2016
"19,671",  70.94 ,"924,698","9,395",3,Hotel,non-chain,11/12/2016,31/12/2016,1/1/2017
"19,672",  62.00 ,"373,588","9,395",3,Hotel,non-chain,11/12/2016,12/12/2016,13/12/2016
"19,673",  81.54 ,"297,356","9,395",3,Hotel,non-chain,11/12/2016,11/12/2016,12/12/2016
"19,674",  304.42 ,"2,313,076","9,395",5,Hotel,chain,11/12/2016,21/12/2016,23/12/2016
"19,675",  155.62 ,"21,286","9,395",4,Hotel,non-chain,11/12/2016,15/12/2016,18/12/2016
"19,676",  86.43 ,"782,884","9,395",3,Hotel,chain,11/12/2016,16/12/2016,19/12/2016
"19,677",  168.21 ,"141,282","9,395",5,Hotel,chain,11/12/2016,11/12/2016,13/12/2016
"19,678",  36.64 ,"197,996","9,395",3.5,Hotel,non-chain,11/12/2016,20/12/2016,22/12/2016
"19,679",  49.44 ,"152,820","9,395",4,Hotel,non-chain,11/12/2016,11/12/2016,13/12/2016
"19,680",  85.12 ,"323,576","9,395",4,Hotel,chain,11/12/2016,16/12/2016,17/12/2016
"19,681",  151.62 ,"257,678","9,395",4,Hotel,non-chain,11/12/2016,20/12/2016,23/12/2016
"19,682",  158.08 ,"510,678","9,395",5,Hotel,non-chain,11/12/2016,24/12/2016,25/12/2016
"19,683",  139.26 ,"21,272","9,395",4,Hotel,non-chain,11/12/2016,28/12/2016,31/12/2016
"19,684",  33.62 ,"1,605,882","9,395",2,Hostel,non-chain,11/12/2016,16/12/2016,17/12/2016
"19,685",  128.90 ,"21,272","9,395",4,Hotel,non-chain,11/12/2016,12/12/2016,13/12/2016
"19,686",  76.07 ,"12,470","9,395",4,Hotel,non-chain,11/12/2016,18/12/2016,20/12/2016
"19,687",  36.66 ,"197,996","9,395",3.5,Hotel,non-chain,11/12/2016,12/12/2016,14/12/2016
"19,688",  82.16 ,"21,308","9,395",4,Hotel,non-chain,11/12/2016,11/12/2016,12/12/2016
"19,689",  117.64 ,"21,272","9,395",4,Hotel,non-chain,11/12/2016,19/12/2016,20/12/2016
"19,690",  49.60 ,"596,878","9,395",3.5,Hotel,chain,11/12/2016,11/12/2016,12/12/2016
"19,691",  58.82 ,"824,942","9,395",3.5,Serviced Apartment,non-chain,11/12/2016,16/12/2016,17/12/2016
"19,692",  49.64 ,"197,996","9,395",3.5,Hotel,non-chain,11/12/2016,21/12/2016,22/12/2016
"19,693",  92.38 ,"542,024","9,395",4,Hotel,non-chain,11/12/2016,25/12/2016,27/12/2016
"19,694",  58.70 ,"348,814","9,395",3.5,Hotel,non-chain,11/12/2016,13/12/2016,15/12/2016
"19,695",  84.06 ,"297,356","9,395",3,Hotel,non-chain,11/12/2016,11/12/2016,12/12/2016
"19,696",  100.52 ,"1,249,476","9,395",3.5,Hotel,non-chain,11/12/2016,21/12/2016,24/12/2016
"19,697",  379.06 ,"2,313,076","9,395",5,Hotel,chain,11/12/2016,11/12/2016,12/12/2016
"19,698",  44.56 ,"197,996","9,395",3.5,Hotel,non-chain,11/12/2016,28/12/2016,29/12/2016
"19,699",  64.00 ,"866,630","9,395",3.5,Serviced Apartment,non-chain,11/12/2016,13/12/2016,15/12/2016
"19,700",  63.56 ,"21,378","9,395",4,Hotel,non-chain,11/12/2016,11/12/2016,12/12/2016
"19,701",  37.40 ,"197,996","9,395",3.5,Hotel,non-chain,11/12/2016,29/12/2016,30/12/2016
"19,702",  15.72 ,"2,386,814","9,395",2,Hostel,non-chain,11/12/2016,11/12/2016,12/12/2016
"19,703",  60.42 ,"218,518","9,395",3.5,Hotel,non-chain,11/12/2016,11/12/2016,12/12/2016
"19,704",  37.38 ,"197,996","9,395",3.5,Hotel,non-chain,11/12/2016,22/12/2016,23/12/2016
"19,705",  125.84 ,"1,861,318","9,395",5,Hotel,non-chain,11/12/2016,16/12/2016,18/12/2016
"19,706",  78.80 ,"297,388","9,395",2.5,Hotel,non-chain,11/12/2016,11/12/2016,12/12/2016
"19,707",  92.68 ,"866,630","9,395",3.5,Serviced Apartment,non-chain,11/12/2016,29/12/2016,1/1/2017
"19,708",  160.96 ,"461,164","9,395",4,Hotel,chain,11/12/2016,12/12/2016,13/12/2016
"19,709",  77.48 ,"495,204","9,395",3,Hotel,non-chain,11/12/2016,11/12/2016,12/12/2016
"19,710",  83.08 ,"601,910","9,395",3.5,Hotel,non-chain,11/12/2016,13/12/2016,14/12/2016
"19,711",  115.98 ,"150,994","9,395",3,Hotel,non-chain,11/12/2016,12/12/2016,13/12/2016
"19,712",  171.32 ,"21,272","9,395",4,Hotel,non-chain,11/12/2016,12/12/2016,15/12/2016
"19,713",  86.42 ,"542,024","9,395",4,Hotel,non-chain,11/12/2016,12/12/2016,13/12/2016
"19,714",  33.98 ,"1,374,548","9,395",2,Guest House / Bed & Breakfast,non-chain,11/12/2016,14/12/2016,16/12/2016
"19,715",  78.02 ,"297,388","9,395",2.5,Hotel,non-chain,11/12/2016,13/12/2016,15/12/2016
"19,716",  38.56 ,"197,996","9,395",3.5,Hotel,non-chain,11/12/2016,18/12/2016,19/12/2016
"19,717",  56.92 ,"348,814","9,395",3.5,Hotel,non-chain,11/12/2016,12/12/2016,13/12/2016
"19,718",  70.62 ,"782,884","9,395",3,Hotel,chain,11/12/2016,12/12/2016,15/12/2016
"19,719",  166.51 ,"21,294","9,395",4,Hotel,chain,11/12/2016,11/12/2016,13/12/2016
"19,720",  54.30 ,"197,996","9,395",3.5,Hotel,non-chain,11/12/2016,21/12/2016,22/12/2016
"19,721",  153.56 ,"475,584","9,395",5,Hotel,chain,11/12/2016,22/12/2016,25/12/2016
"19,722",  88.52 ,"12,470","9,395",4,Hotel,non-chain,11/12/2016,14/12/2016,16/12/2016
"19,723",  54.80 ,"591,210","9,395",2.5,Guest House / Bed & Breakfast,non-chain,11/12/2016,29/12/2016,31/12/2016
"19,724",  29.50 ,"2,398,210","9,395",3,Hostel,non-chain,11/12/2016,31/12/2016,2/1/2017
"19,725",  292.56 ,"21,286","9,395",4,Hotel,non-chain,11/12/2016,11/12/2016,12/12/2016
"19,726",  35.38 ,"3,236,904","9,395",2.5,Hostel,non-chain,11/12/2016,11/12/2016,12/12/2016
"19,727",  52.00 ,"297,388","9,395",2.5,Hotel,non-chain,11/12/2016,17/12/2016,19/12/2016
"19,728",  87.60 ,"216,386","9,395",3,Hotel,chain,11/12/2016,28/12/2016,29/12/2016
"19,729",  77.20 ,"461,084","9,395",3,Hotel,non-chain,11/12/2016,25/12/2016,28/12/2016
"19,730",  85.74 ,"782,884","9,395",3,Hotel,chain,11/12/2016,11/12/2016,12/12/2016
"19,731",  58.68 ,"2,386,814","9,395",2,Hostel,non-chain,11/12/2016,24/12/2016,25/12/2016
"19,732",  47.64 ,"526,414","9,395",2.5,Hotel,non-chain,11/12/2016,12/12/2016,13/12/2016
"19,733",  101.58 ,"179,404","9,395",3.5,Hotel,chain,11/12/2016,13/12/2016,14/12/2016
"19,734",  95.34 ,"21,308","9,395",4,Hotel,non-chain,11/12/2016,29/12/2016,1/1/2017
"19,735",  368.94 ,"2,313,076","9,395",5,Hotel,chain,11/12/2016,28/12/2016,30/12/2016
"19,736",  104.34 ,"298,446","9,395",4,Hotel,non-chain,11/12/2016,15/12/2016,17/12/2016
"19,737",  117.70 ,"21,272","9,395",4,Hotel,non-chain,11/12/2016,14/12/2016,15/12/2016
"19,738",  37.28 ,"197,996","9,395",3.5,Hotel,non-chain,11/12/2016,15/12/2016,16/12/2016
"19,739",  50.10 ,"596,878","9,395",3.5,Hotel,chain,11/12/2016,11/12/2016,12/12/2016
"19,740",  50.42 ,"782,894","9,395",2,Hotel,non-chain,11/12/2016,13/12/2016,14/12/2016
"19,741",  54.36 ,"591,210","9,395",2.5,Guest House / Bed & Breakfast,non-chain,11/12/2016,28/12/2016,29/12/2016
"19,742",  102.22 ,"866,630","9,395",3.5,Serviced Apartment,non-chain,11/12/2016,26/12/2016,29/12/2016
"19,743",  61.00 ,"581,660","9,395",3,Hotel,non-chain,11/12/2016,23/12/2016,25/12/2016
"19,744",  62.18 ,"581,660","9,395",3,Hotel,non-chain,11/12/2016,30/12/2016,1/1/2017
"19,745",  151.26 ,"180,166","9,395",4,Hotel,chain,11/12/2016,23/12/2016,25/12/2016
"19,746",  37.38 ,"197,996","9,395",3.5,Hotel,non-chain,11/12/2016,17/12/2016,18/12/2016
"19,747",  83.22 ,"1,561,120","9,395",3,Hotel,non-chain,11/12/2016,26/12/2016,27/12/2016
"19,748",  57.50 ,"198,004","9,395",3,Hotel,non-chain,11/12/2016,23/12/2016,25/12/2016
"19,749",  92.48 ,"542,024","9,395",4,Hotel,non-chain,11/12/2016,12/12/2016,13/12/2016
"19,750",  38.10 ,"2,154,856","9,395",2,Guest House / Bed & Breakfast,non-chain,11/12/2016,13/12/2016,14/12/2016
"19,751",  56.72 ,"21,378","9,395",4,Hotel,non-chain,11/12/2016,12/12/2016,13/12/2016
